,date,rtgs_vol,rtgs_val,neft_vol,neft_val,aeps_vol,aeps_val,upi_vol,upi_val,imps_vol,imps_val,nach_credit_vol,nach_credit_val,nach_debit_vol,nach_debit_val,netc_vol,netc_val,bbps_vol,bbps_val,cts_vol,cts_val,nfs_through_atms_vol,nfs_through_atms_val,aeps_through_micro_atms_or_bcs_vol,aeps_through_micro_atms_or_bcs_val,credit_card_at_pos_and_e_commerce_vol,credit_card_at_pos_and_e_commerce_val,debit_card_at_pos_and_e_commerce_vol,debit_card_at_pos_and_e_commerce_val,ppis_card_at_pos_and_e_commerce_vol,ppis_card_at_pos_and_e_commerce_val,government_securities_clearing_vol,government_securities_clearing_val,forex_clearing_vol,forex_clearing_val,rupee_derivatives_vol,rupee_derivatives_val,credit_card_at_pos_vol,credit_card_at_pos_val,credit_card_at_e_commerce_vol,credit_card_at_e_commerce_val,debit_card_at_pos_vol,debit_card_at_pos_val,debit_card_at_e_commerce_vol,debit_card_at_e_commerce_val,ppis_card_at_pos_vol,ppis_card_at_pos_val,ppis_card_at_e_commerce_vol,ppis_card_at_e_commerce_val
369,05-06-2021,4.04,143304.01,84.46,51654.27,0.54,13.68,921.2,18465.68,98.88,9299.53,98.27,3361.15,93.39,11301.78,45.87,79.46,13.63,228.56,15.57,14242.9,88.39,3944.91,27.59,771.46,23.4,937.8,53.76,861.76,2.88,46.47,0,5381.35,0,0,0,0,,,,,,,,,,,,
370,06-06-2021,0.31,2416.12,22.06,4656.63,0.39,9.41,850.62,13881.64,82.44,6182.58,,,,,43.57,77.89,12.15,159.57,,,77.65,3126.25,21.15,548.33,25.69,873.28,56.12,812.86,2.99,42.87,,,,,,,,,,,,,,,,,,
371,07-06-2021,6.5,393387.32,150.94,100867.28,0.62,15.67,958.53,20566.61,111.15,10926.89,83.79,3027.04,80.29,6292.98,46.14,75.36,16.29,268.45,19.54,16421.42,102,4555.51,32.15,900.26,56.17,2313.64,108.12,1926.49,3.48,59.8,0.06,516938.08,0.07,200033.21,0,18210,,,,,,,,,,,,
372,08-06-2021,5.93,346983.03,128.53,77463.9,0.58,14.55,959.49,19555.25,106.48,10269.49,79.2,3997.88,35.57,2823.37,47.27,79.41,16.23,266.68,19.74,18097.01,102.44,4576.58,30.47,854.82,38.64,1747.46,79.84,1425.32,3.3,64.59,0.04,510389.21,0.07,209025.28,0,24330,,,,,,,,,,,,
373,09-06-2021,5.8,364541.62,113.29,70541.95,0.59,15.26,959.32,19616.4,104.08,10165.87,149.44,4035.43,12,1479.68,47.63,80.61,15.86,275.09,19.82,17220.66,100.75,4435.68,30.43,837.28,30.67,1305.79,76.33,1315.82,3.24,60.72,0.05,517432.34,0.06,160790.84,0,11475,,,,,,,,,,,,
374,10-06-2021,5.94,375251.07,115.45,75218.01,0.58,14.57,960.68,19826.78,105.65,10082.94,106.74,3810.21,101.61,12102.13,48.93,85.03,16.57,306.24,20.56,18559.57,99.62,4367.54,30.01,824.24,37.08,1724.3,80.24,1405.22,3.38,62.78,0.04,496611.29,0.06,163832.82,0,11705,,,,,,,,,,,,
375,11-06-2021,6.41,384224.03,109.38,82085.77,0.6,15.54,948.41,19013.39,102.01,9796.61,111.67,3486.48,18.59,2225.87,51.33,85.59,15.11,263.93,20.88,18273.37,103.42,4519.66,30.78,854.45,38.86,1531.08,82.46,1483.69,3.06,41.45,0.05,502058.14,0.06,168428.43,0,15315,,,,,,,,,,,,
376,12-06-2021,0.9,6842.02,28.8,10027.85,0.53,14.62,914.84,16646.22,94.05,7817.94,,,,,54.83,90.61,14.15,222.53,,,89.17,3816.79,28.1,784.33,20.23,690.33,57.31,908.36,2.86,35.14,,,,,,,,,,,,,,,,,,
377,13-06-2021,0.28,2324.1,17.09,3960.16,0.37,9.39,851.65,12899.97,79.31,5269.94,,,,,50.54,85.16,11.97,163.77,,,76.02,2911.34,19.28,500.62,31.73,1005.91,60.34,867.55,2.89,29.57,,,,,,,,,,,,,,,,,,
378,14-06-2021,8.03,466125.46,116.84,94876.28,0.66,16.61,973.72,20359.99,106.61,10510.13,268.61,6665.83,25.32,2540.99,51.83,80.37,18.94,333.36,29.42,25022.48,98.03,4189.45,33.27,922.66,65.17,2746.86,114.74,2078.93,3.46,56.86,0.05,524044.99,0.06,176403.56,0,8540,,,,,,,,,,,,
379,15-06-2021,6.67,425517.01,126.5,84239.87,0.7,17.04,968.59,19631.73,105.41,10154.54,48.9,3088.83,83.7,7188.27,51.44,82.71,19.32,361.2,25.24,21763.49,97.62,4143.44,34.99,950.6,36.16,1542.43,80.54,1415.07,3.18,59.97,0.04,494469.92,0.07,177476.83,0,28580,,,,,,,,,,,,
380,16-06-2021,6.35,431210.73,118.7,72698.23,0.67,16.92,958.88,19341.99,103.78,9849.48,49.87,2975.87,12.74,1662.12,53.01,84.22,18.12,333.92,23.19,20590.75,95.75,4004.14,32.49,878.14,37.74,1632.63,81.93,1440.18,3.17,56.24,0.06,514012.88,0.07,154322.79,0,24140,,,,,,,,,,,,
381,17-06-2021,5.92,456917.41,92.72,79452.22,0.61,15.66,914.54,17975.02,98.45,9155.56,104.03,4910.7,8.69,1490.01,54.07,87.74,17.28,340.55,20.52,19828.31,90.64,3766.81,28.14,780.5,41.3,1759.9,81.97,1439.28,3.51,63.63,0.05,498459.48,0.07,166534,0,24790,,,,,,,,,,,,
382,18-06-2021,6.37,446679.23,95.13,84439.99,0.71,17.85,968.15,18847.37,101.08,9378.02,97.42,4688.11,13.19,2088.83,56.61,90.99,16.24,297.78,20.6,20177.44,93.75,3849.41,31.42,874.3,39.18,2162.1,84.32,1477.03,3.57,56.78,0.04,481427.02,0.07,166087.84,0,17750,,,,,,,,,,,,
383,19-06-2021,4.57,126612.5,63.81,44683.11,0.64,16.33,923.37,16946.72,92.46,8076.8,50.73,3991.71,6.23,1079.28,56.68,90.76,15.01,266.53,17,16090.86,86.39,3523.4,26.43,751.78,24.88,898.18,59.89,932.74,3.56,49.71,0,6578.2,0,0,0,0,,,,,,,,,,,,
384,20-06-2021,0.3,2390.86,14.51,4384.25,0.53,12.18,861.58,12949.17,77.76,5128.47,,,,,55.11,88.43,12.03,172.53,,,78.6,2866.11,20.82,541.22,29.72,862.37,61.96,880.49,3.71,40.68,,,,,,,,,,,,,,,,,,
385,21-06-2021,6.89,464854.26,88.98,86115.86,0.72,18.03,967.74,19694.06,104.23,9869.31,83.57,2779.07,37.04,4201.65,56.04,84.02,17.39,339.33,22.48,19604.57,99.35,4049.25,29.51,825.19,71.08,2647.26,119.36,2166.33,4.23,61.4,0.05,487115.99,0.1,211814.12,0,23666,,,,,,,,,,,,
386,22-06-2021,6.29,489951.01,94.44,79700.73,0.64,16.76,937.82,18529.74,104.03,9575.71,89.44,3000.45,23.23,2046.17,55.99,88.04,15.88,293.01,22.45,21325.49,92.21,3729.22,27.55,781.57,38.26,1658.87,82.9,1457.3,3.99,67.5,0.04,498924.42,0.09,213832.66,0,24650,,,,,,,,,,,,
387,23-06-2021,6.44,470258.62,100.17,81111.69,0.75,19.28,886.08,16920.82,104.12,9646.56,102.43,3123.6,15.52,1591.88,58.49,91.51,15.23,303.18,22.03,22677.61,94.55,3794.24,30.55,931.87,40.11,1783.14,84.95,1525.2,3.88,67.69,0.04,526859.33,0.09,206723.25,0,13720,,,,,,,,,,,,
388,24-06-2021,6.14,462755.91,85.85,74167.29,0.76,19.98,901.21,17171.85,106.47,9472.38,176.75,3323.35,14.82,1567.75,58.13,93.36,15.58,288.99,20.31,20200.07,89.73,3599.23,29.77,926.18,39.51,1822.51,83.43,1470.82,4.02,64.67,0.04,540108.44,0.09,195865.03,0,16470,,,,,,,,,,,,
389,25-06-2021,7,467608.23,97.2,104580.05,0.77,19.5,935.25,17648.46,104.51,9874.01,116.29,7841.31,31.06,3110.64,60.58,95.61,15.31,298.99,22.04,21296.53,95.03,3825.51,29.94,897.68,42.6,1635.1,88.79,1542.5,3.88,48.72,0.04,525908.58,0.09,206745.18,0,22465,,,,,,,,,,,,
390,26-06-2021,0.98,7856.41,27.49,10709.54,0.73,18.84,923.18,15638.86,93.34,7912.01,,,,,61.65,97.63,13.65,219.9,,,87.41,3478.4,26.62,773.69,23.69,773.36,62.69,970.5,3.74,42.37,,,,,,,,,,,,,,,,,,
391,27-06-2021,0.29,2189.26,16.86,3969.58,0.52,11.94,853.53,11945.99,77.88,5223.36,,,,,60.95,96.58,11.15,153.02,,,74.78,2641.67,18.84,487.85,34.35,1023.98,65.84,946.4,3.92,39.47,,,,,,,,,,,,,,,,,,
392,28-06-2021,8.69,561183.82,109.29,103210.36,0.79,19.71,957.51,19199.12,107.11,10813.07,180.78,5344.27,69.35,3785.35,59.48,89.68,16,311.34,32.63,29609.36,99.48,4113.08,30.14,871.59,71.73,2644.38,121.46,2272.19,4.63,65.29,0.05,532467.71,0.07,204522.03,0,24985,,,,,,,,,,,,
393,29-06-2021,7.44,521242.48,106.47,106376.74,0.77,19.48,971.64,19122.24,105.77,10839.96,139.37,5567.46,10.09,2029.29,57.92,92.65,15.06,285.49,25.87,24904.42,94.38,3919.21,28.26,801.97,36.62,1802.29,82.87,1520.59,4.35,84.32,0.04,520432.19,0.07,194094.47,0.01,32105,,,,,,,,,,,,
394,30-06-2021,7.97,780897.85,201.69,168161.19,0.75,19.12,1051.95,23855.32,123.07,13835.19,91.55,5822.21,11.75,1756.68,59.84,96.27,16.2,335.71,23.74,22554.48,106.94,4695.89,26.87,751.8,42.85,2077.24,90.54,1770.83,3.75,58.72,0.05,532965.34,0.12,1170809.24,0,19760,,,,,,,,,,,,
395,01-07-2021,6.18,584812.18,227.45,112644.66,0.6,17.07,1052.35,23416.77,134.92,13674.25,158.27,8602.28,19.56,2812.73,63.11,103.56,15.18,257.19,21.87,25283.12,111.74,5117.95,30.56,891.01,44.14,2057.32,95.02,1792.81,4.12,57.41,0.05,560284.9,0.07,239647.19,0,6715,,,,,,,,,,,,
396,02-07-2021,6.29,434130.37,135.81,85435.16,0.57,16.29,1081.5,22773.32,127.9,11463.14,105.79,6003.26,83.51,4688.62,61.99,98.82,15.59,265,22.07,22305.1,115.19,5236.17,30.25,861.67,42.95,1953.18,95.35,1778.81,4.88,109.04,0.04,537318.04,0.09,205732.29,0,19535,,,,,,,,,,,,
397,03-07-2021,4.58,125135.16,103.21,50786.85,0.58,16.28,1044.52,20784,114.77,10568.05,74.15,2240.36,42.27,2934.46,63.66,99.04,14.86,237.55,19.6,19061.21,108.64,4865.15,31.78,872.25,26.57,951.59,67.7,1140.44,4.35,71.15,0,7150.5,0,0,0,0,,,,,,,,,,,,
398,04-07-2021,0.38,3262.94,28.41,6275.36,0.42,10.74,979.48,16400.08,101.82,7683.55,,,,,62.72,97.72,13.06,187.12,,,92.56,3699.46,23.96,594.85,32.82,1175.13,72.08,1146.37,4.48,73.07,,,,,,,,,,,,,,,,,,
399,05-07-2021,7.09,385446.09,146.14,85999.7,0.61,16.9,1092.2,23601.76,135.37,12691.55,74.03,2313.96,114.18,13528.28,60.72,90.71,18.41,344.55,24.79,21232.1,115.9,5117.4,34.98,952.72,73.32,3056.22,134.51,2647.16,5.14,105.79,0.04,553766.75,0,0,0,20925,,,,,,,,,,,,
400,06-07-2021,6.55,409290.02,141.39,97029.04,0.57,15.65,1027.63,21426.67,124.26,11839.15,97.21,2852.84,27.96,3166.06,59.11,92.54,18.17,338.81,24.89,22825.08,108.17,4728.95,31.16,839.29,42,1980.86,87.57,1661.94,4.01,107.32,0.04,529906.1,0.15,294254.94,0,28510,,,,,,,,,,,,
401,07-07-2021,6.68,384483.39,145.63,84690.66,0.53,14.33,1150,23158.49,126.81,11742.71,123.58,5603.43,59.97,4919.24,62,96.29,18.13,330.08,24.5,21790.14,111.71,4879.95,29.64,797.98,42.3,1847.25,95.41,1775.21,3.41,106.46,0.05,546379.64,0.07,178492.27,0,20805,,,,,,,,,,,,
402,08-07-2021,6.23,336757.35,123.78,86950.16,0.59,15.53,953.67,19593.6,119.22,11425.05,97.59,2417.82,29.98,2296.33,61.05,97.62,17.29,329.33,23.06,21166.54,110.51,4841.02,32.66,885.6,43.92,2077.05,93.72,1732.6,3.65,83.83,0.05,555175.4,0.07,188372.79,0.01,36435,,,,,,,,,,,,
403,09-07-2021,7.13,570702.53,132.34,87631.03,0.6,16.35,1151.69,22376.23,121.14,11332.29,97.35,3032.77,21.52,2088.29,62.8,99.85,17.84,325.79,23.65,22860.23,115.58,5005.27,33.67,918.98,42.72,1788.58,94.62,1725.18,3.25,66.62,0.06,510769.74,0.08,194752.14,0,20730,,,,,,,,,,,,
404,10-07-2021,1.01,8339.01,37.09,11467.57,0.62,16.6,922.13,17381.76,112.28,9463.02,,,,,67.06,102.19,16.39,291.7,,,110.39,4749.47,32.25,864.92,25.72,899.68,70.56,1188.49,3.03,51.91,,,,,,,,,,,,,,,,,,
405,11-07-2021,0.3,2319.03,20.28,4660.66,0.41,9.99,935.44,14528.9,93.83,6168.12,,,,,66.35,100.19,13.71,199.78,,,91.74,3517.1,21.71,548.37,37,1164.86,74.94,1198.96,3.4,62.13,,,,,,,,,,,,,,,,,,
406,12-07-2021,8.29,465881.46,123.1,93953.34,0.61,16.34,924.29,17865.05,119.24,11509.15,177.98,6226.88,102.38,12753.39,61.06,90.83,18.89,367.95,34.88,28054.61,109.7,4678.85,32.74,889.66,76.83,2955.75,134.08,2576.61,3.8,65.47,0.05,491748.68,0.08,206472.48,0,17390,,,,,,,,,,,,
407,13-07-2021,6.92,384052.79,105.16,79128.6,0.59,15.86,1419.22,26954.63,114.2,10801.89,62.77,2550.93,20.72,1692.14,59.5,92.78,19.72,374.1,29.59,25422.88,105.48,4469.86,31.53,861.56,41.65,1764.71,90.44,1637.22,3.71,95.78,0.04,482152.18,0.07,189232.57,0,23345,,,,,,,,,,,,
408,14-07-2021,6.75,377578.25,107.37,80874.89,0.64,16.52,1009.17,19870.94,113.07,10640.17,40.43,2013.97,14.68,1707.29,63.1,97.28,19.7,376,25.25,22131.88,105.75,4435.8,30.87,830.88,41.4,1797.68,91.33,1664.31,3.8,86.65,0.05,490564.6,0.07,177410.53,0,9530,,,,,,,,,,,,
409,15-07-2021,6.59,552245.15,103.35,99747.94,0.64,16.06,1063.64,21013.1,113.43,10673.83,56.67,2165.03,79.77,6769.82,62.78,97.9,20.04,407.08,24.41,22424.58,105.08,4378.25,29.89,801.09,41.72,1822.86,91.55,1675.8,3.85,102.54,0.05,517306.62,0.08,212696.32,0.01,33830,,,,,,,,,,,,
410,16-07-2021,6.5,663828.93,96.29,82248.09,0.62,16.06,1159.32,21440.28,110.09,10122.53,157.2,4646.04,12.32,1593.87,65.1,100.76,18.85,366.37,23.59,21425.56,102.26,4169.78,28.56,762.13,40.24,1638.84,91.82,1642.76,3.97,91.65,0.05,554343.39,0.07,266528.92,0,21705,,,,,,,,,,,,
411,17-07-2021,4.97,138087.02,72.46,44616.52,0.59,14.48,1030.17,18400.77,106.41,8978.69,53.35,1632.55,11.04,1843.85,66.94,101.96,16.38,298.24,20.41,19548.61,98.58,4003.91,26.6,686.5,26.93,1695.85,67.7,1105.57,4.52,101.76,0,10626.3,0,0,0,0,,,,,,,,,,,,
412,18-07-2021,0.31,2316.27,18.47,4668.68,0.47,10.66,915.12,12743.31,89.72,5698.98,,,,,64.83,98.7,13.82,209.84,,,87.19,3163.39,20.82,495.59,37.76,1087.36,77.17,1165.71,4.52,73.73,,,,,,,,,,,,,,,,,,
413,19-07-2021,7.11,476920.1,97.76,84968.77,0.63,15.72,1049.52,20635.1,113.47,10461.61,75.09,1762.01,13.46,1849.6,59.99,89.6,19.62,407.94,22.52,19193.97,100.82,4088.11,31.64,805.36,76.37,3234.63,130.5,2399.22,4.94,88.92,0.05,547577.19,0.08,271607.86,0,22190,,,,,,,,,,,,
414,20-07-2021,7.09,456429.17,116.38,89912.31,0.67,17.15,1078.12,20476.24,112.81,10319.91,106.19,2782.87,50.1,3912.31,57.83,88.53,17.65,370.09,25.25,23932.86,103.52,4166.93,31.32,796.68,42.01,1669.06,89.9,1575.92,4.53,104.17,0.05,513320.32,0.07,214749.79,0.01,26180,,,,,,,,,,,,
415,21-07-2021,1.62,26962.13,46.41,22758.11,0.59,14.44,954.91,15421.19,95.73,7481.88,,,,,56.28,87.11,15.08,292.99,1.09,1017.27,84.05,3129.75,23.94,588.82,28.93,1090.62,67.06,1115.44,4.25,73.22,,,,,,,,,,,,,,,,,,
416,22-07-2021,7.66,531412.62,101.65,94698.34,0.62,15.49,822.07,15711.85,100.12,9241.05,118.56,8466.47,39.62,3355.29,57.18,88.07,16.19,329.72,31.07,28414.51,89.39,3423.57,27.19,690.99,56.88,2341.48,106.32,1870.55,4.55,79.22,0.06,518581.61,0.07,241271.32,0,14935,,,,,,,,,,,,
417,23-07-2021,7.25,600948.6,104.64,93445.74,0.63,15.83,1172.6,19889.5,112.68,9525.44,42.77,3566.76,9.11,1669.55,60.63,92.73,16.04,317.25,25.33,23923.99,92.96,3557.74,27.67,712.26,41.63,1654.81,87.7,1518.95,4.71,94.19,0.05,519004.95,0.08,274938.9,0,11555,,,,,,,,,,,,
418,24-07-2021,0.98,8409.48,30.93,10152.48,0.6,14.47,978.07,15607.17,97.27,7484.52,1.54,504.67,0,0,65.66,97.63,14.31,268.17,,,92.04,3502.18,23.06,602.25,31.11,1062.33,70,1127.12,4.74,64.01,,,,,,,,,,,,,,,,,,
419,25-07-2021,0.29,2221.42,22.42,4238.38,0.48,10.9,967.95,12927.13,91.07,5485.46,,,,,63.29,96.03,11.63,166.81,,,80.83,2750.98,18.16,435.43,33.94,1019.65,69.61,1033.45,4.78,43.19,,,,,,,,,,,,,,,,,,
420,26-07-2021,8.72,506124.64,110.94,98491.39,0.68,16.47,1051.06,19885.25,116.94,10479.67,83.78,5659.12,37.99,3227.43,59.3,89.11,16.12,358.88,34,29335.66,96.2,3735.09,26.92,702,78.2,3047.87,127.12,2319.72,5.89,92.31,0.05,521489.88,0.1,242091.27,0,15435,,,,,,,,,,,,
421,27-07-2021,7.29,509362.74,114.84,87143.72,0.64,16.35,1040.66,19262.96,113.1,10151.44,87.12,3140.66,9.78,1934.91,59.56,94.4,16.06,346.12,28.17,26120.82,90.38,3497.33,24.47,646.19,44.34,1912.82,88.49,1581.22,6.41,125.28,0.04,530702.03,0.07,181712.9,0,15055,,,,,,,,,,,,
422,28-07-2021,7.07,405039.85,121.88,86665.8,0.66,15.69,1056.26,19325.52,110.36,10137.18,68.51,3186.1,54.06,2548.18,60.91,95.8,15.64,317.12,23.92,22682.06,91.22,3563.74,23.07,605.17,41.71,1879.95,88.09,1543.29,6.76,107.38,0.04,536617.4,0.06,174115.9,0,14765,,,,,,,,,,,,
423,29-07-2021,6.85,486878.16,121.1,100340.48,0.66,16.14,1044.44,19154.18,116.54,10372.47,52.69,4491.17,9.16,1937.41,60.85,97.38,14.99,313.72,22.17,22033.12,90.07,3535.92,25.06,645.59,42.79,1959.09,88.84,1572.79,7.35,96.82,0.04,545402.07,0.07,186418.9,0,18315,,,,,,,,,,,,
424,30-07-2021,7.24,688815.28,197.53,151649.72,0.72,17.72,1117.52,21272.89,130.41,11999.04,114.79,5023.57,7.95,1469.93,62.22,98.68,15.95,314.68,21.91,21986.4,98.13,3981.07,28.73,726.88,44.42,2176.14,90.64,1653.84,8.35,103.31,0.05,496167.19,0.14,1150126.39,0,14270,,,,,,,,,,,,
425,31-07-2021,5.74,213121.96,115.78,81028.62,0.68,16.37,1210.3,22584.56,135.66,11694.59,94.61,2791.79,5.99,1281,65.76,102.56,15.96,302.9,18.12,19084.09,107.96,4636.18,25.03,660.06,27.11,1179.7,70.61,1235.21,7.33,82.88,0,19675.45,0,0,0,0,,,,,,,,,,,,
426,01-08-2021,0.36,3101.48,40.02,7553.63,0.42,11.4,1139.83,17991.95,124.69,8832.34,75.21,1434.87,2.81,495.71,65.58,104.03,10.13,157.65,,,101.81,4024.36,25.03,644.57,36.42,1195.75,79.41,1268.14,7.36,70.49,,,,,,,,,,,,,,,,,,
427,02-08-2021,7.08,521204.31,233.96,106532.9,0.59,15.71,1202.32,25029.23,142.11,13465.84,101.18,4437.19,95.66,6214.97,59.14,90.35,17.42,328.28,23.83,22215.87,117.49,5198.25,35.57,978.44,76.07,3054.88,137.41,2602.19,9.27,133.56,0.04,496725.6,0.09,244360.91,0,14120,,,,,,,,,,,,
428,03-08-2021,6.52,393898.93,144.29,85685,0.59,15.11,1200.77,23649.82,136.24,12359.77,71.01,4196.59,44.39,3141.13,58.9,91.6,17.32,301.7,24.36,23801.46,112.81,4928.23,34.27,942.26,42.88,1914.38,96.04,1759.06,9.48,142.09,0.04,487208.99,0.08,194265.89,0,13445,,,,,,,,,,,,
429,04-08-2021,6.5,378185.35,133.09,83823.76,0.65,14.87,1191.28,24030.66,138.62,12673.49,107.93,2867.91,28.04,3182.3,61.21,95.02,18.03,316.81,23.96,22282.99,111.14,4799.05,34.21,921.08,37.26,1760.37,95.62,1717.16,8.73,132.64,0.04,477963.97,0.07,176425.59,0,10955,,,,,,,,,,,,
430,05-08-2021,6.56,440000.03,146.56,92988.66,0.62,14.48,1183.4,23718.76,135.53,12335.83,87.79,3985.67,98.46,11470.92,62.15,98.58,19.51,347.8,24.72,22673.57,111.16,4750.21,35.37,930.12,49.85,2576.07,99.87,1834.34,9.11,152.64,0.04,507885.19,0.08,176032.82,0,21955,,,,,,,,,,,,
431,06-08-2021,6.54,634345.39,136.45,105029.18,0.56,13.25,1105.22,21095.72,125.58,11408.22,109.4,4628.78,26.36,2665.69,62.8,98.87,19.64,331.19,23.66,21727.54,110.88,4643.27,31.9,832.48,41.69,1878.99,100.23,1783.46,9.25,138.21,0.04,475533.65,0.09,209437.07,0,25990,,,,,,,,,,,,
432,07-08-2021,5.19,129476.94,123.4,59148.87,0.55,12.78,1222.45,22910.2,118.87,10106.14,70.7,3086.6,58.67,4604.82,67.02,102.47,20.16,312.38,21.31,19097.44,117.58,5056.27,30.47,808.73,39.34,1687.69,84.59,1482.37,7.95,113.99,0,6478.15,0,0,0,0,,,,,,,,,,,,
433,08-08-2021,0.35,4625.27,27.7,5483.65,0.44,9.76,1127.74,16658.61,109.12,7042.32,37.48,1158.28,11.93,647.03,62.48,99.08,17.23,219.66,,,103.36,4035.22,24.81,610.01,32.8,1088.18,73.29,1149.63,4.96,108.46,,,,,,,,,,,,,,,,,,
434,09-08-2021,7.28,466709.56,137.02,86413.81,0.64,14.86,1235.1,24086.79,135.07,12132.82,1066,22596.65,27.24,2097.35,59.29,89.18,21.7,382.77,25.3,20938.03,119.73,5045.89,38.49,981.08,81.93,3489.96,146.33,2786.27,5.65,121.51,0.06,480930.53,0.08,217868.71,0,34025,,,,,,,,,,,,
435,10-08-2021,7.09,405982.14,128.28,83470.51,0.93,18.99,1247.03,24240.48,135.77,12232.89,55.73,7262.33,99.08,12000.36,63.06,97.51,22.68,431.56,28.2,23603.61,126.86,5289.58,56.91,1372.97,46.35,2138.07,99,1848.11,5.44,152.37,0.04,466667.22,0.08,179843.61,0,7875,,,,,,,,,,,,
436,11-08-2021,6.81,413252.1,133.82,81649.03,0.92,19.51,1218.33,23627.85,133.85,11955.11,74.2,2819.8,20.59,2001.43,64.3,99.52,22.1,389.83,25.73,23046.34,121.72,5080.68,54.25,1324.43,37.9,1645.23,95.71,1792.82,5.23,126.9,0.04,473341.58,0.06,166681.06,0,14400,,,,,,,,,,,,
437,12-08-2021,6.76,476627.22,128.26,81455.83,0.83,18.04,1187.33,22704.03,126.2,11126.2,71.51,4397.3,16.54,2023.7,65.5,102.71,21.89,386.88,24.7,22651.68,112.49,4631.38,45.03,1114.27,46.86,2177.71,98.61,1843.63,5.52,144.61,0.04,477166.38,0.08,196308.74,0,8080,,,,,,,,,,,,
438,13-08-2021,7.29,659955.91,115.95,96104.58,0.8,18.03,1152.84,20953.57,122.33,10652.83,107.41,4867.45,9.12,1636.57,66.56,103.59,21.41,380.97,24.17,22439.96,111.44,4516.95,42.02,1074.62,33.24,1269.2,81.23,1472.41,4.55,102.24,0.05,495961.16,0.07,165202.94,0,11600,,,,,,,,,,,,
439,14-08-2021,1.07,8850.68,33.83,12709.42,0.79,18.17,1147.81,19317.55,115.59,9348.34,33.11,743.66,3.67,254.74,70.19,106.03,19.95,305.31,,,112.49,4531.36,38.86,979.7,41.93,1523.05,95.3,1749.8,5.38,98.56,,,,,,,,,,,,,,,,,,
440,15-08-2021,0.28,2202.23,23.45,4309.83,0.54,10.85,1062.92,14679.03,97.38,6216.67,4.46,192.44,33.64,3273.83,65.36,100.64,16.56,212.76,,,90.79,3281.12,26.62,623.35,36.66,1107.21,77.11,1292.2,4.7,63,,,,,,,,,,,,,,,,,,
441,16-08-2021,7.13,165356.51,122.53,76543.99,0.75,17.72,1137.05,21637.92,125.16,10937.6,31.14,1715.82,42.33,3573.79,61.54,90.91,23.16,433.73,27.43,23439.56,107.35,4322.2,40.28,1013.64,26.18,1195.64,76.63,1329.15,4.21,61,,,,,,,,,,,,,,,,,,
442,17-08-2021,8.11,573477.01,120.24,106196.96,0.84,19.13,1145.32,21311.21,123,10914.18,42.21,2694.92,14.57,1815.98,62.1,95.72,22.55,419.98,34.23,29426.51,105.08,4244.14,38.22,982.8,95.35,3581.14,157.37,3100.24,5.49,87.64,0.05,538699.29,0.07,229716.03,0,19900,,,,,,,,,,,,
443,18-08-2021,7.55,492797.06,131.16,107105.09,0.78,16.69,1141.79,21660.34,122,10764.7,36.84,2595.74,17.64,2504.24,64.75,98.83,21.51,414.3,27.29,25170.37,107.92,4349.41,34.1,878.33,47.66,2638.77,95.72,1790.77,5.54,146.91,0.05,540868.29,0.06,193524.82,0,15020,,,,,,,,,,,,
444,19-08-2021,5.83,130089.11,113.83,65267.63,0.82,19.36,1148.7,20696.02,121.75,10104.67,77.61,2405.14,4.63,964.26,67.47,103.02,20.33,392.27,18.39,17678.61,108.73,4326.43,37.4,945.87,31.06,1482.27,78.21,1371.27,5.43,114.02,,,,,,,,,,,,,,,,,,
445,20-08-2021,4.14,456538.87,81.13,71184.89,0.92,20.62,1115.08,18706.14,121.12,9382.72,43.26,2428.83,27.55,3327.08,67.66,102.86,19.39,353.51,11.78,10278.27,106.09,4072.64,36.4,900.09,59.89,2337.09,115.97,2221,6.25,80.87,0.06,558713.53,0.07,185097.45,0,16120,,,,,,,,,,,,
446,21-08-2021,6.02,152180.23,77.37,49997.19,1.03,22.04,1173.5,19530.45,123.34,9518.31,23.69,2134.38,15.7,1818.18,69.38,101.94,18.33,308.15,27.03,24559.42,119.62,4584.69,42.39,997.33,16.54,654.14,54.09,846.28,5.19,47.39,0,6041.7,0,0,0,0,,,,,,,,,,,,
447,22-08-2021,0.29,2589.46,19.69,4198.66,0.68,13.04,1060.53,13242.53,94.05,5428,2.78,275.79,7.9,392.18,67.23,95.56,13.96,177.64,,,106.53,3375.96,25.09,529.15,57.07,1734.46,102.86,1640.88,6.4,97.95,,,,,,,,,,,,,,,,,,
448,23-08-2021,6.58,453871.06,85.87,79375.03,0.74,17.17,1085.96,19805.16,115.34,10134.66,14.89,1357.43,27.75,1556.02,63.43,90.03,20.46,394.81,23.73,21261.17,93.36,3583.88,29.82,752.46,83.48,3086.89,133.61,2471.17,6.87,125.35,0.05,561398.75,0.06,179511.52,0,25965,,,,,,,,,,,,
449,24-08-2021,7.41,415176.44,111.21,82915.93,0.76,17.9,1097.23,19853.25,114.94,10338.54,48.56,2840.71,16.54,1683.52,65.43,98.63,20.45,390.17,26.21,24092.06,94.57,3676.13,28.52,726.86,43.74,1966.31,88.65,1590.31,6.85,126.59,0.05,562291.44,0.07,175260.13,0,12475,,,,,,,,,,,,
